peak_name,text,text_list,peak_loc,text_set,target
Shchavnyk Velykyi,Shchavnyk Velykyi is known for its picturesque alpine meadows and enchanting wildflowers.,"['Shchavnyk', 'Velykyi', 'is', 'known', 'for', 'its', 'picturesque', 'alpine', 'meadows', 'and', 'enchanting', 'wildflowers', '.']","(0, 17)","[('Shchavnyk', 0), ('Velykyi', 10), ('is', 18), ('known', 21), ('for', 27), ('its', 31), ('picturesque', 35), ('alpine', 47), ('meadows', 54), ('and', 62), ('enchanting', 66), ('wildflowers', 77), ('.', 88)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Bukovo,"Bukovo is a hidden gem, with its dense forests and cascading waterfalls creating a serene atmosphere.","['Bukovo', 'is', 'a', 'hidden', 'gem', ',', 'with', 'its', 'dense', 'forests', 'and', 'cascading', 'waterfalls', 'creating', 'a', 'serene', 'atmosphere', '.']","(0, 6)","[('Bukovo', 0), ('is', 7), ('a', 10), ('hidden', 12), ('gem', 19), (',', 22), ('with', 24), ('its', 29), ('dense', 33), ('forests', 39), ('and', 47), ('cascading', 51), ('waterfalls', 61), ('creating', 72), ('a', 75), ('serene', 83), ('atmosphere', 90), ('.', 100)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Zhuravel,"Zhuravel is a paradise for hikers, with its well-marked trails and panoramic vistas.","['Zhuravel', 'is', 'a', 'paradise', 'for', 'hikers', ',', 'with', 'its', 'well', 'marked', 'trails', 'and', 'panoramic', 'vistas', '.']","(0, 8)","[('Zhuravel', 0), ('is', 9), ('a', 12), ('paradise', 14), ('for', 23), ('hikers', 27), (',', 33), ('with', 35), ('its', 40), ('well', 44), ('marked', 49), ('trails', 56), ('and', 63), ('panoramic', 67), ('vistas', 77), ('.', 83)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Shyrokyi Munchel,"Shyrokyi Munchel offers a thrilling mountaineering experience, with its steep cliffs and challenging routes.","['Shyrokyi', 'Munchel', 'offers', 'a', 'thrilling', 'mountaineering', 'experience', ',', 'with', 'its', 'steep', 'cliffs', 'and', 'challenging', 'routes', '.']","(0, 16)","[('Shyrokyi', 0), ('Munchel', 9), ('offers', 17), ('a', 24), ('thrilling', 26), ('mountaineering', 36), ('experience', 51), (',', 61), ('with', 63), ('its', 68), ('steep', 72), ('cliffs', 78), ('and', 85), ('challenging', 89), ('routes', 101), ('.', 107)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Demen,"Demen is a haven for nature enthusiasts, with its diverse wildlife and pristine landscapes.","['Demen', 'is', 'a', 'haven', 'for', 'nature', 'enthusiasts', ',', 'with', 'its', 'diverse', 'wildlife', 'and', 'pristine', 'landscapes', '.']","(0, 5)","[('Demen', 0), ('is', 6), ('a', 9), ('haven', 11), ('for', 17), ('nature', 21), ('enthusiasts', 28), (',', 39), ('with', 41), ('its', 46), ('diverse', 50), ('wildlife', 58), ('and', 67), ('pristine', 71), ('landscapes', 80), ('.', 90)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Bilyklya,"Bilyklya is a tranquil mountain, where one can find solace in its peaceful surroundings.","['Bilyklya', 'is', 'a', 'tranquil', 'mountain', ',', 'where', 'one', 'can', 'find', 'solace', 'in', 'its', 'peaceful', 'surroundings', '.']","(0, 8)","[('Bilyklya', 0), ('is', 9), ('a', 12), ('tranquil', 14), ('mountain', 23), (',', 31), ('where', 33), ('one', 39), ('can', 43), ('find', 47), ('solace', 52), ('in', 59), ('its', 62), ('peaceful', 66), ('surroundings', 75), ('.', 87)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Grobost,"Grobost is a majestic peak, standing tall against the azure sky and commanding attention.","['Grobost', 'is', 'a', 'majestic', 'peak', ',', 'standing', 'tall', 'against', 'the', 'azure', 'sky', 'and', 'commanding', 'attention', '.']","(0, 7)","[('Grobost', 0), ('is', 8), ('a', 11), ('majestic', 13), ('peak', 22), (',', 26), ('standing', 28), ('tall', 37), ('against', 42), ('the', 50), ('azure', 54), ('sky', 60), ('and', 64), ('commanding', 68), ('attention', 79), ('.', 88)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Kermech-Khatmer,"Kermech-Khatmer is a paradise for photographers, with its stunning sunrise and sunset views.","['Kermech', 'Khatmer', 'is', 'a', 'paradise', 'for', 'photographers', ',', 'with', 'its', 'stunning', 'sunrise', 'and', 'sunset', 'views', '.']","(0, 15)","[('Kermech', 0), ('Khatmer', 8), ('is', 16), ('a', 19), ('paradise', 21), ('for', 30), ('photographers', 34), (',', 47), ('with', 49), ('its', 54), ('stunning', 58), ('sunrise', 67), ('and', 75), ('sunset', 79), ('views', 86), ('.', 91)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Bozeva,"Bozeva is a mystical mountain, shrouded in legends and folklore.","['Bozeva', 'is', 'a', 'mystical', 'mountain', ',', 'shrouded', 'in', 'legends', 'and', 'folklore', '.']","(0, 6)","[('Bozeva', 0), ('is', 7), ('a', 10), ('mystical', 12), ('mountain', 21), (',', 29), ('shrouded', 31), ('in', 40), ('legends', 43), ('and', 51), ('folklore', 55), ('.', 63)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Trapan-Bair,"Trapan-Bair is a mountaineer's dream, with its challenging terrain and breathtaking vistas.","['Trapan', 'Bair', 'is', 'a', ""mountaineer's"", 'dream', ',', 'with', 'its', 'challenging', 'terrain', 'and', 'breathtaking', 'vistas', '.']","(0, 11)","[('Trapan', 0), ('Bair', 7), ('is', 12), ('a', 15), (""mountaineer's"", 17), ('dream', 31), (',', 36), ('with', 38), ('its', 43), ('challenging', 47), ('terrain', 59), ('and', 67), ('breathtaking', 71), ('vistas', 84), ('.', 90)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Chertezh,"Chertezh is a hiker's paradise, with its well-maintained trails and breathtaking scenery.","['Chertezh', 'is', 'a', ""hiker's"", 'paradise', ',', 'with', 'its', 'well', 'maintained', 'trails', 'and', 'breathtaking', 'scenery', '.']","(0, 8)","[('Chertezh', 0), ('is', 9), ('a', 12), (""hiker's"", 14), ('paradise', 22), (',', 30), ('with', 32), ('its', 37), ('well', 41), ('maintained', 46), ('trails', 57), ('and', 64), ('breathtaking', 68), ('scenery', 81), ('.', 88)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Selyshche,"Selyshche is a tranquil retreat, offering peace and serenity amidst nature's beauty.","['Selyshche', 'is', 'a', 'tranquil', 'retreat', ',', 'offering', 'peace', 'and', 'serenity', 'amidst', ""nature's"", 'beauty', '.']","(0, 9)","[('Selyshche', 0), ('is', 10), ('a', 13), ('tranquil', 15), ('retreat', 24), (',', 31), ('offering', 33), ('peace', 42), ('and', 48), ('serenity', 52), ('amidst', 61), (""nature's"", 68), ('beauty', 77), ('.', 83)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Opolenek,"Opolenek is a hidden treasure, with its untouched landscapes and pristine wilderness.","['Opolenek', 'is', 'a', 'hidden', 'treasure', ',', 'with', 'its', 'untouched', 'landscapes', 'and', 'pristine', 'wilderness', '.']","(0, 8)","[('Opolenek', 0), ('is', 9), ('a', 12), ('hidden', 14), ('treasure', 21), (',', 29), ('with', 31), ('its', 36), ('untouched', 40), ('landscapes', 50), ('and', 51), ('pristine', 65), ('wilderness', 74), ('.', 84)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Tempa,"Tempa is a majestic peak, standing tall as a testament to nature's grandeur.","['Tempa', 'is', 'a', 'majestic', 'peak', ',', 'standing', 'tall', 'as', 'a', 'testament', 'to', ""nature's"", 'grandeur', '.']","(0, 5)","[('Tempa', 0), ('is', 6), ('a', 9), ('majestic', 11), ('peak', 20), (',', 24), ('standing', 26), ('tall', 35), ('as', 40), ('a', 40), ('testament', 45), ('to', 55), (""nature's"", 58), ('grandeur', 67), ('.', 75)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Rovni,"Rovni is a nature lover's paradise, with its lush meadows and vibrant flora.","['Rovni', 'is', 'a', 'nature', ""lover's"", 'paradise', ',', 'with', 'its', 'lush', 'meadows', 'and', 'vibrant', 'flora', '.']","(0, 5)","[('Rovni', 0), ('is', 6), ('a', 9), ('nature', 11), (""lover's"", 18), ('paradise', 26), (',', 34), ('with', 36), ('its', 41), ('lush', 45), ('meadows', 50), ('and', 58), ('vibrant', 62), ('flora', 70), ('.', 75)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Sernakyv,"Sernakyv is a mountain of legends, with its mysterious caves and ancient ruins.","['Sernakyv', 'is', 'a', 'mountain', 'of', 'legends', ',', 'with', 'its', 'mysterious', 'caves', 'and', 'ancient', 'ruins', '.']","(0, 8)","[('Sernakyv', 0), ('is', 9), ('a', 12), ('mountain', 14), ('of', 23), ('legends', 26), (',', 33), ('with', 35), ('its', 40), ('mysterious', 44), ('caves', 55), ('and', 61), ('ancient', 65), ('ruins', 73), ('.', 78)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Polonska,"Polonska is a mesmerizing mountain, with its cascading waterfalls and panoramic views.","['Polonska', 'is', 'a', 'mesmerizing', 'mountain', ',', 'with', 'its', 'cascading', 'waterfalls', 'and', 'panoramic', 'views', '.']","(0, 8)","[('Polonska', 0), ('is', 9), ('a', 12), ('mesmerizing', 14), ('mountain', 26), (',', 34), ('with', 36), ('its', 41), ('cascading', 45), ('waterfalls', 55), ('and', 66), ('panoramic', 70), ('views', 80), ('.', 85)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Bilyi Kamin,The summit of Bilyi Kamin offers breathtaking views of the surrounding valleys and forests.,"['The', 'summit', 'of', 'Bilyi', 'Kamin', 'offers', 'breathtaking', 'views', 'of', 'the', 'surrounding', 'valleys', 'and', 'forests', '.']","(14, 25)","[('The', 0), ('summit', 4), ('of', 11), ('Bilyi', 14), ('Kamin', 20), ('offers', 26), ('breathtaking', 33), ('views', 46), ('of', 52), ('the', 55), ('surrounding', 59), ('valleys', 71), ('and', 79), ('forests', 83), ('.', 90)]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Zhuravleva Kleva,Hiking up Zhuravleva Kleva rewards you with panoramic vistas of the lush green landscapes below.,"['Hiking', 'up', 'Zhuravleva', 'Kleva', 'rewards', 'you', 'with', 'panoramic', 'vistas', 'of', 'the', 'lush', 'green', 'landscapes', 'below', '.']","(10, 26)","[('Hiking', 0), ('up', 7), ('Zhuravleva', 10), ('Kleva', 21), ('rewards', 27), ('you', 35), ('with', 39), ('panoramic', 44), ('vistas', 54), ('of', 61), ('the', 64), ('lush', 68), ('green', 73), ('landscapes', 79), ('below', 90), ('.', 95)]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Vavtorova,"Vavtorova is a hidden gem with its rugged trails and majestic cliffs, perfect for adventurous hikers.","['Vavtorova', 'is', 'a', 'hidden', 'gem', 'with', 'its', 'rugged', 'trails', 'and', 'majestic', 'cliffs', ',', 'perfect', 'for', 'adventurous', 'hikers', '.']","(0, 9)","[('Vavtorova', 0), ('is', 10), ('a', 13), ('hidden', 15), ('gem', 22), ('with', 26), ('its', 31), ('rugged', 35), ('trails', 42), ('and', 49), ('majestic', 53), ('cliffs', 62), (',', 68), ('perfect', 70), ('for', 78), ('adventurous', 82), ('hikers', 94), ('.', 100)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Bukovets Richka,Bukovets Richka is renowned for its cascading waterfalls and serene alpine meadows.,"['Bukovets', 'Richka', 'is', 'renowned', 'for', 'its', 'cascading', 'waterfalls', 'and', 'serene', 'alpine', 'meadows', '.']","(0, 15)","[('Bukovets', 0), ('Richka', 9), ('is', 16), ('renowned', 19), ('for', 28), ('its', 32), ('cascading', 36), ('waterfalls', 46), ('and', 57), ('serene', 61), ('alpine', 68), ('meadows', 75), ('.', 82)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Biyuk-Taushan,"Biyuk-Taushan stands tall as a testament to nature's grandeur, offering hikers a challenging yet rewarding climb.","['Biyuk', 'Taushan', 'stands', 'tall', 'as', 'a', 'testament', 'to', ""nature's"", 'grandeur', ',', 'offering', 'hikers', 'a', 'challenging', 'yet', 'rewarding', 'climb', '.']","(0, 13)","[('Biyuk', 0), ('Taushan', 6), ('stands', 14), ('tall', 21), ('as', 26), ('a', 26), ('testament', 31), ('to', 41), (""nature's"", 44), ('grandeur', 53), (',', 61), ('offering', 63), ('hikers', 72), ('a', 79), ('challenging', 81), ('yet', 93), ('rewarding', 97), ('climb', 107), ('.', 112)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Dolzhka,Dolzhka captivates with its pristine snow-capped peaks and tranquil mountain lakes.,"['Dolzhka', 'captivates', 'with', 'its', 'pristine', 'snow', 'capped', 'peaks', 'and', 'tranquil', 'mountain', 'lakes', '.']","(0, 7)","[('Dolzhka', 0), ('captivates', 8), ('with', 19), ('its', 24), ('pristine', 28), ('snow', 37), ('capped', 42), ('peaks', 49), ('and', 55), ('tranquil', 59), ('mountain', 68), ('lakes', 77), ('.', 82)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Irtysh,The summit of Irtysh provides a magnificent vantage point to witness the sunrise over the vast mountain range.,"['The', 'summit', 'of', 'Irtysh', 'provides', 'a', 'magnificent', 'vantage', 'point', 'to', 'witness', 'the', 'sunrise', 'over', 'the', 'vast', 'mountain', 'range', '.']","(14, 20)","[('The', 0), ('summit', 4), ('of', 11), ('Irtysh', 14), ('provides', 21), ('a', 30), ('magnificent', 32), ('vantage', 44), ('point', 52), ('to', 58), ('witness', 61), ('the', 69), ('sunrise', 73), ('over', 81), ('the', 86), ('vast', 90), ('mountain', 95), ('range', 104), ('.', 109)]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Storubey,Storubey's rugged terrain and steep cliffs make it a thrilling destination for rock climbers and mountaineers.,"[""Storubey's"", 'rugged', 'terrain', 'and', 'steep', 'cliffs', 'make', 'it', 'a', 'thrilling', 'destination', 'for', 'rock', 'climbers', 'and', 'mountaineers', '.']","(0, 8)","[(""Storubey's"", 0), ('rugged', 11), ('terrain', 18), ('and', 26), ('steep', 30), ('cliffs', 36), ('make', 43), ('it', 48), ('a', 51), ('thrilling', 53), ('destination', 63), ('for', 75), ('rock', 79), ('climbers', 84), ('and', 93), ('mountaineers', 97), ('.', 109)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Bukovets,Bukovets enchants visitors with its enchanting wildflower meadows and panoramic views of the surrounding countryside.,"['Bukovets', 'enchants', 'visitors', 'with', 'its', 'enchanting', 'wildflower', 'meadows', 'and', 'panoramic', 'views', 'of', 'the', 'surrounding', 'countryside', '.']","(0, 8)","[('Bukovets', 0), ('enchants', 9), ('visitors', 18), ('with', 27), ('its', 32), ('enchanting', 36), ('wildflower', 47), ('meadows', 58), ('and', 66), ('panoramic', 70), ('views', 80), ('of', 86), ('the', 89), ('surrounding', 93), ('countryside', 105), ('.', 116)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Velykyi Vyzhen,Velykyi Vyzhen offers a challenging but rewarding trek through dense forests and rocky slopes.,"['Velykyi', 'Vyzhen', 'offers', 'a', 'challenging', 'but', 'rewarding', 'trek', 'through', 'dense', 'forests', 'and', 'rocky', 'slopes', '.']","(0, 14)","[('Velykyi', 0), ('Vyzhen', 8), ('offers', 15), ('a', 22), ('challenging', 24), ('but', 36), ('rewarding', 40), ('trek', 50), ('through', 55), ('dense', 63), ('forests', 69), ('and', 77), ('rocky', 81), ('slopes', 87), ('.', 93)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Plaik,"Plaik is a paradise for nature lovers, boasting diverse flora and fauna amidst its picturesque landscapes.","['Plaik', 'is', 'a', 'paradise', 'for', 'nature', 'lovers', ',', 'boasting', 'diverse', 'flora', 'and', 'fauna', 'amidst', 'its', 'picturesque', 'landscapes', '.']","(0, 5)","[('Plaik', 0), ('is', 6), ('a', 9), ('paradise', 11), ('for', 20), ('nature', 24), ('lovers', 31), (',', 37), ('boasting', 39), ('diverse', 48), ('flora', 56), ('and', 62), ('fauna', 66), ('amidst', 72), ('its', 79), ('picturesque', 83), ('landscapes', 95), ('.', 105)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Studena Kleva,"Studena Kleva is a hiker's dream, with its tranquil streams and shaded trails offering respite from the summer heat.","['Studena', 'Kleva', 'is', 'a', ""hiker's"", 'dream', ',', 'with', 'its', 'tranquil', 'streams', 'and', 'shaded', 'trails', 'offering', 'respite', 'from', 'the', 'summer', 'heat', '.']","(0, 13)","[('Studena', 0), ('Kleva', 8), ('is', 14), ('a', 17), (""hiker's"", 19), ('dream', 27), (',', 32), ('with', 34), ('its', 39), ('tranquil', 43), ('streams', 52), ('and', 60), ('shaded', 64), ('trails', 71), ('offering', 78), ('respite', 87), ('from', 95), ('the', 100), ('summer', 104), ('heat', 111), ('.', 115)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Polonynka-Hora,"Polonynka-Hora is a hiker's paradise, with its rolling hills and panoramic views stretching as far as the eye can see.","['Polonynka', 'Hora', 'is', 'a', ""hiker's"", 'paradise', ',', 'with', 'its', 'rolling', 'hills', 'and', 'panoramic', 'views', 'stretching', 'as', 'far', 'as', 'the', 'eye', 'can', 'see', '.']","(0, 14)","[('Polonynka', 0), ('Hora', 10), ('is', 15), ('a', 18), (""hiker's"", 20), ('paradise', 28), (',', 36), ('with', 38), ('its', 43), ('rolling', 47), ('hills', 55), ('and', 61), ('panoramic', 65), ('views', 75), ('stretching', 81), ('as', 92), ('far', 95), ('as', 99), ('the', 102), ('eye', 106), ('can', 110), ('see', 114), ('.', 117)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Butyn,Butyn's jagged peaks and deep valleys create a dramatic backdrop for adventurers seeking an adrenaline rush.,"[""Butyn's"", 'jagged', 'peaks', 'and', 'deep', 'valleys', 'create', 'a', 'dramatic', 'backdrop', 'for', 'adventurers', 'seeking', 'an', 'adrenaline', 'rush', '.']","(0, 5)","[(""Butyn's"", 0), ('jagged', 8), ('peaks', 15), ('and', 21), ('deep', 25), ('valleys', 30), ('create', 38), ('a', 41), ('dramatic', 47), ('backdrop', 56), ('for', 65), ('adventurers', 69), ('seeking', 81), ('an', 89), ('adrenaline', 92), ('rush', 103), ('.', 107)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Vysoky Horb,"Vysoky Horb stands tall as a symbol of strength and resilience, beckoning climbers to conquer its majestic summit.","['Vysoky', 'Horb', 'stands', 'tall', 'as', 'a', 'symbol', 'of', 'strength', 'and', 'resilience', ',', 'beckoning', 'climbers', 'to', 'conquer', 'its', 'majestic', 'summit', '.']","(0, 11)","[('Vysoky', 0), ('Horb', 7), ('stands', 12), ('tall', 19), ('as', 24), ('a', 24), ('symbol', 29), ('of', 36), ('strength', 39), ('and', 48), ('resilience', 52), (',', 62), ('beckoning', 64), ('climbers', 74), ('to', 83), ('conquer', 86), ('its', 94), ('majestic', 98), ('summit', 107), ('.', 113)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Dobtse,Dobtse's remote location and untouched wilderness make it an ideal destination for those seeking solitude and serenity.,"[""Dobtse's"", 'remote', 'location', 'and', 'untouched', 'wilderness', 'make', 'it', 'an', 'ideal', 'destination', 'for', 'those', 'seeking', 'solitude', 'and', 'serenity', '.']","(0, 6)","[(""Dobtse's"", 0), ('remote', 9), ('location', 16), ('and', 25), ('untouched', 29), ('wilderness', 39), ('make', 50), ('it', 55), ('an', 58), ('ideal', 61), ('destination', 67), ('for', 79), ('those', 83), ('seeking', 89), ('solitude', 97), ('and', 106), ('serenity', 110), ('.', 118)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Kuluyiny-Obasy,Kuluyiny-Obasy's towering cliffs and rugged landscapes attract thrill-seekers and nature enthusiasts alike.,"['Kuluyiny', ""Obasy's"", 'towering', 'cliffs', 'and', 'rugged', 'landscapes', 'attract', 'thrill', 'seekers', 'and', 'nature', 'enthusiasts', 'alike', '.']","(0, 14)","[('Kuluyiny', 0), (""Obasy's"", 9), ('towering', 17), ('cliffs', 26), ('and', 33), ('rugged', 37), ('landscapes', 44), ('attract', 55), ('thrill', 63), ('seekers', 70), ('and', 78), ('nature', 82), ('enthusiasts', 89), ('alike', 101), ('.', 106)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Minchol-Radychska,"Minchol-Radychska offers a challenging trek through dense forests, rewarding hikers with panoramic views at its summit.","['Minchol', 'Radychska', 'offers', 'a', 'challenging', 'trek', 'through', 'dense', 'forests', ',', 'rewarding', 'hikers', 'with', 'panoramic', 'views', 'at', 'its', 'summit', '.']","(0, 17)","[('Minchol', 0), ('Radychska', 8), ('offers', 18), ('a', 25), ('challenging', 27), ('trek', 39), ('through', 44), ('dense', 52), ('forests', 58), (',', 65), ('rewarding', 67), ('hikers', 77), ('with', 84), ('panoramic', 89), ('views', 99), ('at', 105), ('its', 108), ('summit', 112), ('.', 118)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Toparchih-Kyr,Toparchih-Kyr's mystical ambiance and mystical legends make it a fascinating destination for explorers.,"['Toparchih', ""Kyr's"", 'mystical', 'ambiance', 'and', 'mystical', 'legends', 'make', 'it', 'a', 'fascinating', 'destination', 'for', 'explorers', '.']","(0, 13)","[('Toparchih', 0), (""Kyr's"", 10), ('mystical', 16), ('ambiance', 25), ('and', 34), ('mystical', 38), ('legends', 47), ('make', 55), ('it', 60), ('a', 63), ('fascinating', 65), ('destination', 77), ('for', 89), ('explorers', 93), ('.', 102)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Hryshkov,Hryshkov's gentle slopes and verdant meadows make it an idyllic spot for picnics and leisurely hikes.,"[""Hryshkov's"", 'gentle', 'slopes', 'and', 'verdant', 'meadows', 'make', 'it', 'an', 'idyllic', 'spot', 'for', 'picnics', 'and', 'leisurely', 'hikes', '.']","(0, 8)","[(""Hryshkov's"", 0), ('gentle', 11), ('slopes', 18), ('and', 25), ('verdant', 29), ('meadows', 37), ('make', 45), ('it', 50), ('an', 53), ('idyllic', 56), ('spot', 64), ('for', 69), ('picnics', 73), ('and', 81), ('leisurely', 85), ('hikes', 95), ('.', 100)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
